2025-07-17 00:28:59 [INFO] LED_WebApp:load_config:113 - 載入配置檔案成功: c:\Users\user\Documents\GitHub\DobotDR\LOG\Automation\light\led_app_config.json
2025-07-17 00:28:59 [INFO] LED_WebApp:__init__:83 - LED Web應用初始化完成
2025-07-17 00:28:59 [INFO] LED_WebApp:run:448 - LED控制器Web應用啟動中
2025-07-17 00:28:59 [INFO] LED_WebApp:run:449 - 模組ID: LED控制器Web UI
2025-07-17 00:28:59 [INFO] LED_WebApp:run:450 - Web服務器: http://0.0.0.0:5008
2025-07-17 00:28:59 [INFO] LED_WebApp:run:451 - Modbus服務器地址: 127.0.0.1:502
2025-07-17 00:28:59 [INFO] LED_WebApp:run:452 - LED控制器基地址: 600
2025-07-17 00:55:44 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:46 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:48 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:48 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 805, 模組狀態: 閒置
2025-07-17 00:55:50 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:52 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:54 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:56 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:58 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:55:58 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 810, 模組狀態: 閒置
2025-07-17 00:56:00 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:02 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:04 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:06 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:08 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:08 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 815, 模組狀態: 閒置
2025-07-17 00:56:10 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:12 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:14 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:14 [INFO] LED_WebApp:handle_disconnect:345 - 客戶端已斷開
2025-07-17 00:56:16 [INFO] LED_WebApp:handle_connect:340 - 客戶端已連接
2025-07-17 00:56:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:18 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:18 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 820, 模組狀態: 閒置
2025-07-17 00:56:20 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:22 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:24 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:26 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:28 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:28 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 825, 模組狀態: 閒置
2025-07-17 00:56:30 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:32 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:34 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:36 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:38 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:38 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 830, 模組狀態: 閒置
2025-07-17 00:56:40 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:41 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:42 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:44 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:46 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:48 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:48 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 835, 模組狀態: 閒置
2025-07-17 00:56:50 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:52 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:54 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:56 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:58 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:56:58 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 840, 模組狀態: 閒置
2025-07-17 00:57:00 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:02 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:02 [INFO] LED_WebApp:handle_disconnect:345 - 客戶端已斷開
2025-07-17 00:57:03 [INFO] LED_WebApp:handle_connect:340 - 客戶端已連接
2025-07-17 00:57:03 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:04 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:06 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:08 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:08 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 845, 模組狀態: 閒置
2025-07-17 00:57:10 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:12 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:14 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:18 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:18 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 850, 模組狀態: 閒置
2025-07-17 00:57:20 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:22 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:24 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:26 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:28 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:28 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 855, 模組狀態: 閒置
2025-07-17 00:57:30 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:32 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:34 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:36 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:38 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:38 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 860, 模組狀態: 閒置
2025-07-17 00:57:40 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:41 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:42 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:44 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:46 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:48 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:48 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 865, 模組狀態: 閒置
2025-07-17 00:57:50 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:52 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:54 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:56 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:58 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:57:58 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 870, 模組狀態: 閒置
2025-07-17 00:58:00 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:02 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:04 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:06 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:08 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:08 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 875, 模組狀態: 閒置
2025-07-17 00:58:10 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:12 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:14 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:14 [INFO] LED_WebApp:handle_disconnect:345 - 客戶端已斷開
2025-07-17 00:58:16 [INFO] LED_WebApp:handle_connect:340 - 客戶端已連接
2025-07-17 00:58:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:18 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:18 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 880, 模組狀態: 閒置
2025-07-17 00:58:20 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:22 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:24 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:26 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:28 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:28 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 885, 模組狀態: 閒置
2025-07-17 00:58:30 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:32 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:34 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:36 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:38 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:38 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 890, 模組狀態: 閒置
2025-07-17 00:58:40 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:41 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:42 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:44 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:46 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:48 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:48 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 895, 模組狀態: 閒置
2025-07-17 00:58:50 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:52 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:54 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:56 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:58 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:58:58 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 900, 模組狀態: 閒置
2025-07-17 00:59:00 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:02 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:02 [INFO] LED_WebApp:handle_disconnect:345 - 客戶端已斷開
2025-07-17 00:59:04 [INFO] LED_WebApp:handle_connect:340 - 客戶端已連接
2025-07-17 00:59:04 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:04 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:06 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:08 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:08 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 905, 模組狀態: 閒置
2025-07-17 00:59:10 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:12 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:14 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:18 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:18 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 910, 模組狀態: 閒置
2025-07-17 00:59:20 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:22 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:24 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:26 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:28 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:28 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 915, 模組狀態: 閒置
2025-07-17 00:59:30 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:32 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:34 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:36 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:38 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:38 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 920, 模組狀態: 閒置
2025-07-17 00:59:40 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:41 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:42 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:44 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:46 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:48 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:48 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 925, 模組狀態: 閒置
2025-07-17 00:59:50 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:52 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:54 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:56 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:58 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 00:59:58 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 930, 模組狀態: 閒置
2025-07-17 01:00:00 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:02 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:04 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:06 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:08 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:08 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 935, 模組狀態: 閒置
2025-07-17 01:00:10 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:12 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:14 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:14 [INFO] LED_WebApp:handle_disconnect:345 - 客戶端已斷開
2025-07-17 01:00:16 [INFO] LED_WebApp:handle_connect:340 - 客戶端已連接
2025-07-17 01:00:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:16 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:18 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:18 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 940, 模組狀態: 閒置
2025-07-17 01:00:20 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:22 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:24 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:26 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:28 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:28 [DEBUG] LED_WebApp:status_monitor:414 - 狀態監控週期: 945, 模組狀態: 閒置
2025-07-17 01:00:30 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:32 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
2025-07-17 01:00:34 [DEBUG] LED_WebApp:read_status:202 - 讀取狀態成功: 模組狀態=閒置, 活躍通道=0
